Vertex Distance from Source
0	0
1	48
2	46
3	60
4	78
5	56
6	50
7	64
8	51
9	43
10	58
11	55
12	57
13	49
14	53
15	45
16	48
17	43
18	44
19	73
20	59
21	47
22	66
23	57
24	82
25	53
26	55
27	49
28	52
29	64
30	56
31	68
32	37
33	55
34	48
35	59
36	60
37	51
38	42
39	87
40	46
41	59
42	61
43	60
44	45
45	60
46	51
47	61
48	71
49	55
50	54
51	36
52	46
53	47
54	62
55	27
56	31
57	48
58	52
59	44
60	58
61	58
62	58
63	49
64	52
65	65
66	49
67	54
68	55
69	54
70	33
71	48
72	40
73	50
74	47
75	54
76	44
77	59
78	43
79	57
80	64
81	61
82	70
83	64
84	52
85	53
86	48
87	62
88	49
89	53
90	50
91	47
92	48
93	50
94	42
95	50
96	71
97	42
98	61
99	45
100	34
101	70
102	29
103	49
104	47
105	60
106	47
107	50
108	79
109	40
110	49
111	39
112	62
113	75
114	56
115	55
116	87
117	43
118	60
119	52
120	45
121	65
122	53
123	33
124	32
125	51
126	46
127	63
128	56
129	57
130	64
131	29
132	47
133	50
134	55
135	55
136	71
137	51
138	48
139	55
140	51
141	57
142	40
143	55
144	60
145	61
146	45
147	45
148	52
149	48
150	55
151	66
152	64
153	52
154	64
155	43
156	38
157	52
158	63
159	42
160	30
161	51
162	42
163	66
164	56
165	59
166	44
167	53
168	54
169	64
170	50
171	70
172	39
173	52
174	44
175	55
176	50
177	55
178	57
179	56
180	55
181	57
182	55
183	50
184	47
185	60
186	68
187	59
188	45
189	55
190	62
191	58
192	38
193	37
194	35
195	61
196	50
197	51
198	54
199	48
200	65
201	46
202	43
203	48
204	53
205	50
206	68
207	72
208	40
209	58
210	38
211	20
212	51
213	68
214	50
215	56
216	60
217	56
218	49
219	59
220	66
221	49
222	53
223	53
224	62
225	42
226	65
227	55
228	48
229	53
230	56
231	35
232	59
233	55
234	42
235	50
236	52
237	47
238	32
239	49
240	47
241	70
242	48
243	49
244	50
245	47
246	49
247	53
248	44
249	59
250	57
251	44
252	41
253	37
254	33
255	44
256	51
257	56
258	51
259	53
260	55
261	58
262	59
263	35
264	61
265	59
266	58
267	49
268	72
269	58
270	48
271	49
272	62
273	56
274	40
275	58
276	48
277	66
278	52
279	48
280	57
281	58
282	57
283	67
284	43
285	33
286	65
287	48
288	57
289	58
290	67
291	56
292	53
293	72
294	52
295	40
296	45
297	57
298	33
299	64
300	57
301	56
302	51
303	66
304	57
305	29
306	50
307	62
308	58
309	66
310	57
311	51
312	46
313	62
314	49
315	54
316	57
317	51
318	54
319	47
320	61
321	50
322	48
323	71
324	70
325	52
326	76
327	49
328	60
329	55
330	59
331	51
332	58
333	62
334	64
335	53
336	77
337	49
338	53
339	59
340	80
341	65
342	66
343	80
344	54
345	50
346	32
347	50
348	33
349	42
350	59
351	42
352	55
353	67
354	49
355	75
356	63
357	41
358	50
359	51
360	54
361	70
362	50
363	51
364	53
365	55
366	43
367	60
368	59
369	48
370	53
371	38
372	51
373	62
374	41
375	75
376	56
377	41
378	44
379	46
380	64
381	52
382	48
383	53
384	41
385	72
386	46
387	28
388	55
389	46
390	59
391	61
392	38
393	47
394	46
395	59
396	65
397	60
398	40
399	50
400	41
401	59
402	51
403	55
404	64
405	41
406	43
407	58
408	48
409	52
410	40
411	47
412	51
413	56
414	49
415	69
416	46
417	48
418	63
419	49
420	70
421	48
422	45
423	57
424	55
425	56
426	46
427	58
428	45
429	43
430	45
431	38
432	47
433	61
434	53
435	48
436	56
437	73
438	53
439	76
440	63
441	61
442	57
443	40
444	58
445	66
446	52
447	53
448	57
449	60
450	48
451	42
452	52
453	44
454	46
455	59
456	50
457	47
458	49
459	47
460	55
461	48
462	49
463	67
464	46
465	53
466	42
467	56
468	48
469	63
470	61
471	51
472	58
473	57
474	40
475	50
476	79
477	53
478	54
479	51
480	65
481	43
482	50
483	58
484	66
485	52
486	55
487	66
488	69
489	51
490	46
491	61
492	67
493	42
494	50
495	48
496	54
497	47
498	56
499	60
500	52
501	49
502	58
503	35
504	35
505	57
506	46
507	42
508	54
509	40
510	28
511	56
512	55
513	48
514	52
515	49
516	49
517	44
518	52
519	46
520	39
521	60
522	63
523	48
524	56
525	69
526	74
527	36
528	57
529	42
530	39
531	48
532	33
533	37
534	41
535	61
536	51
537	67
538	51
539	52
540	45
541	54
542	55
543	71
544	48
545	62
546	46
547	53
548	49
549	56
550	54
551	66
552	46
553	36
554	62
555	51
556	58
557	61
558	48
559	59
560	41
561	51
562	57
563	49
564	58
565	39
566	62
567	81
568	54
569	47
570	59
571	53
572	51
573	45
574	48
575	50
576	61
577	58
578	50
579	59
580	56
581	48
582	52
583	61
584	53
585	61
586	52
587	52
