Vertex Distance from Source
0	0
1	291
2	283
3	233
4	413
5	348
6	547
7	410
8	422
9	512
10	214
11	227
12	178
13	413
14	323
15	223
16	478
17	337
18	609
19	468
20	296
21	490
22	362
23	528
24	485
25	INF
26	420
27	396
28	295
29	585
30	214
31	410
32	450
33	338
34	515
35	426
36	623
37	492
38	448
39	676
40	419
41	377
42	449
43	372
44	299
45	555
46	345
47	472
48	317
49	322
50	306
51	230
52	449
53	313
54	590
55	366
56	209
57	437
58	454
59	446
60	450
61	241
62	329
63	243
64	487
65	410
66	473
67	448
68	421
69	276
70	529
71	411
72	318
73	317
74	495
75	593
76	513
77	605
78	384
79	333
80	337
81	482
82	512
83	438
84	310
85	335
86	488
87	292
88	606
89	328
90	508
91	296
92	433
93	337
94	298
95	548
96	331
97	168
98	528
99	411
